mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd
0.00552,0.06532,-0.10389,0.09754,0.0022,0.002
0.0461,0.06319,-0.05235,0.14462,0.00204,0.00163
-0.10831,0.06473,-0.20803,0.0006,0.00177,0.00136
-0.03161,0.06564,-0.13767,0.06985,0.00253,0.0024
0.01327,0.06031,-0.08035,0.11268,0.00153,0.00204
0.0929,0.068,-0.018,0.19549,0.00209,0.00165
-0.0617,0.06633,-0.1653,0.04799,0.00209,0.00165
0.04305,0.06883,-0.06203,0.16143,0.00161,0.00196
0.02135,0.06609,-0.08479,0.12113,0.00193,0.0021
-0.02246,0.06509,-0.12597,0.08415,0.00151,0.00306
-0.03798,0.06782,-0.14829,0.0682,0.00193,0.00214
0.01124,0.06426,-0.0981,0.10652,0.00171,0.00219
0.02172,0.06088,-0.06315,0.12995,0.00208,0.00207
-0.09094,0.0621,-0.19865,-0.00394,0.00202,0.00151
-0.09299,0.064,-0.1938,0.01144,0.00163,0.00128
-0.02949,0.06483,-0.13553,0.07103,0.0017,0.00167
-0.00363,0.06591,-0.10817,0.1027,0.00207,0.00292
0.0148,0.06656,-0.08766,0.12561,0.00155,0.00217
0.16504,0.06716,0.06013,0.27464,0.00164,0.00134
-0.10936,0.0609,-0.21096,-0.01731,0.00196,0.00148
0.04101,0.06427,-0.06571,0.1375,0.00193,0.00188
0.02634,0.06382,-0.07985,0.12497,0.00229,0.00191
0.00109,0.06544,-0.10585,0.09713,0.00217,0.00186
-0.00121,0.06449,-0.10197,0.09692,0.00223,0.00186
-0.03053,0.06738,-0.14494,0.07286,0.00225,0.00179
0.01503,0.06639,-0.09983,0.1031,0.00197,0.00208
-0.10714,0.06526,-0.20191,0.00199,0.00203,0.0017
0.13897,0.06388,0.03734,0.23886,0.00166,0.00135
0.02012,0.06841,-0.08261,0.13869,0.00179,0.00241
0.03738,0.06624,-0.07063,0.14144,0.00239,0.00258
0.03064,0.06902,-0.07813,0.13639,0.00193,0.00204
-0.07188,0.07054,-0.19157,0.0347,0.00204,0.00167
-0.10672,0.06081,-0.203,-0.01287,0.00169,0.00141
0.04067,0.06654,-0.05567,0.15545,0.00181,0.00162
-0.07371,0.0641,-0.17245,0.03487,0.0024,0.00179
0.08312,0.06966,-0.03083,0.19436,0.00196,0.00159
0.02114,0.0605,-0.07113,0.11656,0.0016,0.00228
-0.04694,0.0642,-0.13795,0.06427,0.00198,0.00168
-0.13618,0.06528,-0.24198,-0.03382,0.00233,0.00171
-0.00886,0.06219,-0.11109,0.08286,0.00238,0.00186
0.07653,0.0666,-0.02647,0.18164,0.00164,0.00147
-0.00804,0.06774,-0.11147,0.10264,0.00194,0.00214
-0.06248,0.06971,-0.17114,0.04822,0.00179,0.00179
-0.06805,0.06427,-0.1663,0.03662,0.00211,0.00156
0.08022,0.06956,-0.02977,0.19347,0.00175,0.00159
0.05183,0.0678,-0.05801,0.15681,0.0024,0.00188
-0.03069,0.06244,-0.12844,0.07132,0.00159,0.0017
-0.0552,0.06512,-0.16748,0.04327,0.0021,0.0017
-0.06469,0.06781,-0.1643,0.04937,0.00158,0.00177
0.0164,0.06909,-0.09332,0.12478,0.00261,0.00197
0.05523,0.06292,-0.05035,0.15261,0.00162,0.00151
-0.18328,0.06696,-0.28407,-0.07249,0.00207,0.00152
-0.03069,0.06409,-0.12814,0.0717,0.00206,0.0017
-0.05958,0.06415,-0.16745,0.03544,0.00159,0.00151
-0.049,0.06708,-0.15623,0.05386,0.00241,0.00185
0.06027,0.06245,-0.03075,0.16965,0.00178,0.00172
0.01357,0.0642,-0.08912,0.11758,0.00181,0.00198
