mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd
0.26044,0.06302,0.16515,0.36387,0.00163,0.00118
0.24946,0.06571,0.14952,0.35671,0.00213,0.00153
0.18739,0.06487,0.08889,0.29262,0.00212,0.00155
0.13993,0.06627,0.03505,0.24157,0.00156,0.0014
0.29598,0.06095,0.20328,0.39288,0.00151,0.00115
0.25603,0.06778,0.16382,0.3773,0.00175,0.00125
0.18635,0.06697,0.07614,0.2867,0.00224,0.00158
0.13704,0.06837,0.02686,0.24709,0.00232,0.00166
0.33664,0.06343,0.24321,0.44426,0.00186,0.00131
0.2239,0.06632,0.12523,0.3341,0.00193,0.0014
0.09909,0.06732,-0.01735,0.19783,0.00175,0.00137
0.21122,0.06408,0.11332,0.31463,0.00178,0.00131
0.05676,0.06598,-0.05086,0.15412,0.00214,0.00173
0.25892,0.06481,0.15784,0.36304,0.00183,0.0013
0.28602,0.06505,0.18346,0.39045,0.00157,0.00111
0.05042,0.06473,-0.05017,0.15248,0.00198,0.00195
0.20441,0.06599,0.11101,0.32062,0.00175,0.00132
0.14195,0.0614,0.05055,0.24245,0.0019,0.00148
0.17118,0.06388,0.06073,0.26623,0.00203,0.00143
0.17989,0.06825,0.07139,0.28555,0.00178,0.00142
0.13898,0.06594,0.02018,0.23435,0.00168,0.00144
0.20881,0.06547,0.11434,0.3189,0.00184,0.00144
0.27881,0.06433,0.16916,0.37581,0.00164,0.00117
0.29682,0.0663,0.19706,0.40396,0.00154,0.00111
0.21393,0.06546,0.1098,0.31084,0.00179,0.00131
0.4116,0.0682,0.29878,0.51693,0.00185,0.00133
0.03191,0.06459,-0.06262,0.14248,0.00161,0.00197
0.21166,0.06565,0.09489,0.30493,0.0021,0.00149
0.18186,0.06573,0.07171,0.27785,0.00177,0.00143
0.04754,0.06412,-0.05572,0.14282,0.00205,0.00165
0.23462,0.06655,0.12686,0.33439,0.00168,0.00121
0.13135,0.0661,0.02618,0.23616,0.00178,0.00143
0.18884,0.06307,0.09498,0.29494,0.00165,0.00124
0.1942,0.06546,0.08303,0.29679,0.00154,0.00124
0.33316,0.06664,0.23524,0.44271,0.00196,0.00141
0.09443,0.06629,-0.01006,0.1991,0.00197,0.00157
0.24645,0.06789,0.13058,0.34668,0.00275,0.00195
0.24642,0.06732,0.15072,0.36152,0.00234,0.00166
0.14642,0.07102,0.03717,0.26558,0.00176,0.00133
0.22004,0.06945,0.10554,0.32381,0.00181,0.00132
0.32957,0.0674,0.23074,0.4449,0.0022,0.00157
0.13326,0.06668,0.02767,0.23547,0.00151,0.00125
0.1702,0.06492,0.05475,0.25836,0.00226,0.00165
0.28602,0.06354,0.19536,0.39375,0.00198,0.00143
0.30305,0.06385,0.19571,0.39324,0.00267,0.00191
0.17796,0.06369,0.07461,0.27923,0.00148,0.00107
0.14716,0.06414,0.04442,0.25338,0.00171,0.00131
